filename,center_x,center_y,xaxis_r,yaxis_r,orientation,correct,target_fname
train1_context.jpg,59.25,-70.0,40.04759208325728,40.0457,45,TRUE,train1_target.jpg
train2_context.jpg,5.5,131.75,17.528548142958105,13.583077707206124,-3.2704879231835653,TRUE,train2_target.jpg
train2_context.jpg,25.25,13.5,15.572411502397436,13.82931668593933,5.527540151656172,TRUE,train2_target.jpg
train2_context.jpg,54.25,-149.75,13.341664064126334,8.860022573334675,-12.994616791916506,TRUE,train2_target.jpg
train2_context.jpg,0.75,-213.0,25.317977802344327,26.575364531836623,9.090276920822323,TRUE,train2_target.jpg
train2_context.jpg,29.25,-57.25,16.446884203398525,10.44030650891055,-19.536654938128386,FALSE,train2_target.jpg
heap1_context.jpg,-126.25,333.0,20.700241544484452,34.2527371169079,37.14668669802178,TRUE,heap1_target.jpg
heap1_context.jpg,117.75,339.75,20.40833163195855,33.12099032335839,-59.03624346792648,TRUE,heap1_target.jpg
heap1_context.jpg,382.5,152.5,22.67156809750927,31.144823004794873,48.57633437499736,TRUE,heap1_target.jpg
heap1_context.jpg,174.0,150.5,21.18962010041709,41.43669871020132,19.29004621918873,TRUE,heap1_target.jpg
heap1_context.jpg,-287.25,97.75,22.5,38.5,0,TRUE,heap1_target.jpg
heap1_context.jpg,-65.0,116.75,17.46424919657298,28.217902119044926,-23.62937773065682,TRUE,heap1_target.jpg
heap1_context.jpg,29.0,-16.0,20.130822139197395,35.04639781775011,14.381394591090602,TRUE,heap1_target.jpg
heap1_context.jpg,-281.75,-107.5,22.5055548698538,12.5,-1.2730300200567113,TRUE,heap1_target.jpg
heap1_context.jpg,280.5,-65.5,21.0,15.0,0,TRUE,heap1_target.jpg
heap1_context.jpg,221.75,-226.75,14.508618128546908,21.0,1.9749340108819766,TRUE,heap1_target.jpg
heap1_context.jpg,-169.75,-264.0,17.7341478509682,31.00403199585499,40.426078740099136,TRUE,heap1_target.jpg
heap1_context.jpg,-20.0,-188.75,23.769728648009426,41.35516896350443,-75.37912601136834,TRUE,heap1_target.jpg
heap2_context.jpg,-199.5,289.5,18.527007313648905,19.00657780874821,3.0940580589171116,TRUE,heap2_target.jpg
heap2_context.jpg,56.25,285.0,16.53027525481654,17.0,3.468229258917148,TRUE,heap2_target.jpg
heap2_context.jpg,-127.25,161.25,27.115493725912497,26.669270706189174,22.782405730481685,TRUE,heap2_target.jpg
heap2_context.jpg,-361.25,184.75,26.462237244798484,27.77138815399763,-67.79652146794261,TRUE,heap2_target.jpg
heap2_context.jpg,125.75,29.25,32.53459696999488,32.0,2.6425452940647243,TRUE,heap2_target.jpg
heap2_context.jpg,-322.5,-99.5,16.5,19.00657780874821,0,TRUE,heap2_target.jpg
heap2_context.jpg,43.5,-137.5,22.5,23.817010727629107,-36.86989764584402,TRUE,heap2_target.jpg
heap2_context.jpg,366.0,-171.5,21.50581316760657,22.638462845343543,-35.53767779197438,TRUE,heap2_target.jpg
heap2_context.jpg,-107.5,-258.75,22.073740054644116,23.42007685726074,-13.091893064346847,TRUE,heap2_target.jpg
heap2_context.jpg,110.25,-292.0,25.83118270617898,29.068883707497267,-47.3532968661083,TRUE,heap2_target.jpg
heap2_context.jpg,372.5,239.5,30.041637771599603,31.662280397975127,18.43494882292201,TRUE,heap2_target.jpg
heap2_context.jpg,-170.25,1.5,29.706901555025897,29.567718883945037,6.766174822553062,TRUE,heap2_target.jpg
repeat1_context.jpg,-306.0,223.0,40.00312487793922,61.5,0.7161599454704085,TRUE,repeat1_target.jpg
repeat1_context.jpg,-72.75,164.25,28.53944638566067,14.0,3.01278750418334,TRUE,repeat1_target.jpg
repeat1_context.jpg,500.25,198.0,34.514489710844636,24.08318915758459,1.6602823689828055,TRUE,repeat1_target.jpg
repeat1_context.jpg,25.0,183.5,43.86342439892262,22.47220505424423,-24.22774531795417,TRUE,repeat1_target.jpg
repeat1_context.jpg,-408.0,-111.5,19.50640920313116,11.510864433221338,1.4688007143858246,TRUE,repeat1_target.jpg
repeat1_context.jpg,-513.0,-93.0,14.0089257261219,9.5,-2.0454084888872277,TRUE,repeat1_target.jpg
repeat1_context.jpg,-448.75,-228.5,61.0,34.00367627183861,0,TRUE,repeat1_target.jpg
repeat1_context.jpg,-121.25,-350.0,57.91588728492381,30.700162866017504,-26.122621519038518,TRUE,repeat1_target.jpg
repeat1_context.jpg,538.5,-334.25,36.5,61.85466837676846,-48.88790956083307,TRUE,repeat1_target.jpg
repeat1_context.jpg,-437.25,146.75,77.78174593052023,50.70009861923347,-8.130102354155978,TRUE,repeat1_target.jpg
repeat1_context.jpg,-102.5,-120.75,41.018288603987365,76.04110730387873,9.117862753795789,TRUE,repeat1_target.jpg
repeat1_context.jpg,139.0,-244.5,19.0,14.0,0,TRUE,repeat1_target.jpg
repeat2_context.jpg,-440.0,66.75,83.03764206671575,39.0,-1.7252548754726524,TRUE,repeat2_target.jpg
repeat2_context.jpg,-463.25,-207.75,75.04165509901817,28.6574597618142,55.039254787152366,TRUE,repeat2_target.jpg
repeat2_context.jpg,449.5,111.25,65.77613549000884,32.26840560052511,-46.231977402639735,TRUE,repeat2_target.jpg
repeat2_context.jpg,11.0,-248.5,41.10960958218893,89.56003573022959,18.43494882292201,TRUE,repeat2_target.jpg
repeat2_context.jpg,112.5,-242.0,49.86231041578399,22.276669409945463,-6.911227119024681,TRUE,repeat2_target.jpg
repeat2_context.jpg,347.0,-227.5,29.516944286290883,58.00215513237418,1.9414863909143776,TRUE,repeat2_target.jpg
repeat2_context.jpg,412.5,-33.5,29.5296461204668,17.0,-28.300755766006375,TRUE,repeat2_target.jpg
repeat2_context.jpg,169.25,-110.75,13.45362404707371,25.465663156493687,-48.01278750418334,TRUE,repeat2_target.jpg
repeat2_context.jpg,-395.25,-203.5,21.633307652783937,45.40099117860754,-56.309932474020215,TRUE,repeat2_target.jpg
repeat2_context.jpg,-496.75,-318.5,24.627220712049503,12.5,5.826342029555775,TRUE,repeat2_target.jpg
repeat2_context.jpg,-111,286.5,20.006249023742555,29.95413160150032,90,TRUE,repeat2_target.jpg
repeat2_context.jpg,-271.0,-223.75,47.00265949922408,18.0,-0.609506576675196,TRUE,repeat2_target.jpg
once1_context.jpg,381.0,236.25,26.196373794859472,16.56804152578089,-13.240519915187205,TRUE,once1_target1.jpg
once1_context.jpg,11.5,94.0,14.221462653327892,25.04495957273639,10.124671655397817,TRUE,once1_target2.jpg
once1_context.jpg,34.75,34.0,24.12985702402731,21.644860821913362,-5.9468630539735,TRUE,once1_target3.jpg
once1_context.jpg,156.25,-94.0,17.219175357722563,45.62071897723665,-25.820991974189283,TRUE,once1_target4.jpg
once1_context.jpg,-358.25,-115.25,26.51886121235224,49.66135318333563,2.1610794882263713,TRUE,once1_target5.jpg
once1_context.jpg,509.25,-247.5,36.08670115153226,33.354160160315836,3.9724959407506595,TRUE,once1_target6.jpg
once1_context.jpg,443.5,-274.0,25.401771591761076,44.67941360403021,10.203973721731684,TRUE,once1_target7.jpg
once1_context.jpg,49.5,-209.25,23.50531854708632,66.00189391222042,1.2188752351312977,TRUE,once1_target8.jpg
once1_context.jpg,424.5,329.25,18.741664813991314,36.235341863986875,-46.08092418666069,TRUE,once1_target9.jpg
once1_context.jpg,53.0,-299.5,46.502688094345686,17.507141400011598,0.6160599083992303,TRUE,once1_target10.jpg
once1_context.jpg,37.75,-84.5,81.51380251221262,18.5,1.0544045035218386,TRUE,once1_target11.jpg
once1_context.jpg,-328.25,-258.0,37.48332962798263,102.33889778573932,-9.211026540816668,TRUE,once1_target12.jpg
once2_context.jpg,12.0,-167.0,16.00781059358212,19.525624189766635,-1.7899106082460694,TRUE,once2_target1.jpg
once2_context.jpg,-337.25,-203.5,33.0,30.03747659175118,0,TRUE,once2_target2.jpg
once2_context.jpg,455.5,-83.25,23.521266972678152,52.502380898393554,2.436648246810131,TRUE,once2_target3.jpg
once2_context.jpg,-544.75,-41.75,15.033296378372908,26.542418879973994,-3.8140748342903543,TRUE,once2_target4.jpg
once2_context.jpg,-319.25,-99.25,18.527007313648905,49.51009997970111,3.0940580589171116,TRUE,once2_target5.jpg
once2_context.jpg,355.5,203.25,21.0535032714273,53.03772242470448,4.085616779974877,TRUE,once2_target6.jpg
once2_context.jpg,-252.25,12.0,26.004807247891687,14.577379737113251,1.1017061152063747,TRUE,once2_target7.jpg
once2_context.jpg,-397.25,-313.25,42.01190307520001,40.577087130546964,-1.3639275316029187,TRUE,once2_target8.jpg
once2_context.jpg,220.75,-113.75,59.508402768012516,28.5,-0.9628636256362129,TRUE,once2_target9.jpg
once2_context.jpg,41.75,-16.25,87.52285415821402,74.50671110712108,1.3093898194105595,TRUE,once2_target10.jpg
once2_context.jpg,-67.5,-92.5,12.5,25.124689052802225,0,TRUE,once2_target11.jpg
once2_context.jpg,173.5,34.75,25.5,31.851216617265973,-28.072486935852957,TRUE,once2_target12.jpg
popout_once_A_context.jpg,-405.75,265.0,30.50409808533929,15.532224567009068,0.9391908932635968,TRUE,popout_once_A_target1.jpg
popout_once_A_context.jpg,186.0,358.25,32.5,31.599050618649922,0.0,TRUE,popout_once_A_target2.jpg
popout_once_A_context.jpg,595.5,200.5,24,65,8,TRUE,popout_once_A_target3.jpg
